item_id,order_id,product_id,quantity,unit_price,discount_percent
ITM-000900,ORD-00293,PRD-0026,4,96.19,0.0
ITM-000901,ORD-00293,PRD-0067,5,82.01,12.3
ITM-000902,ORD-00294,PRD-0057,1,315.62,55.6
ITM-000903,ORD-00294,PRD-0024,3,657.12,50.5
ITM-000904,ORD-00294,PRD-0079,5,546.65,51.6
ITM-000905,ORD-00294,PRD-0019,5,510.78,11.1
ITM-000906,ORD-00295,PRD-0070,2,164.28,28.8
ITM-000907,ORD-00295,PRD-0076,3,396.91,40.1
ITM-000908,ORD-00296,PRD-0014,4,373.85,48.8
ITM-000909,ORD-00296,PRD-0059,-2,100.5,23.4
ITM-000910,ORD-00296,PRD-0080,5,358.36,54.5
ITM-000911,ORD-00296,PRD-0060,3,706.53,27.5
ITM-000912,ORD-00297,PRD-0065,2,172.57,54.2
ITM-000913,ORD-00298,PRD-0023,4,526.46,21.1
ITM-000914,ORD-00298,PRD-0018,5,226.28,45.8
ITM-000915,ORD-00298,PRD-0009,3,733.35,38.7
ITM-000916,ORD-00298,PRD-0078,4,528.88,34.6
ITM-000917,ORD-00298,PRD-0068,5,211.08,41.9
ITM-000918,ORD-00299,PRD-0080,5,664.76,4.1
ITM-000919,ORD-00299,PRD-0021,1,189.2,39.9
ITM-000920,ORD-00299,PRD-0061,4,262.31,13.9
ITM-000921,ORD-00299,PRD-0023,2,583.89,23.0
ITM-000922,ORD-00299,PRD-0008,4,491.46,6.9
ITM-000923,ORD-00300,PRD-0078,4,506.88,1.8
ITM-000924,ORD-00301,PRD-0058,3,305.22,59.3
ITM-000925,ORD-00301,PRD-0026,5,205.73,26.3
ITM-000926,ORD-00302,PRD-0021,2,350.08,31.7
ITM-000927,ORD-00302,PRD-0004,2,505.15,40.1
ITM-000928,ORD-00302,PRD-0018,2,715.17,21.6
ITM-000929,ORD-00303,PRD-0010,5,275.87,40.9
ITM-000930,ORD-00303,PRD-0027,5,458.44,28.4
ITM-000931,ORD-00303,PRD-0072,3,683.47,48.1
ITM-000932,ORD-00303,PRD-0049,4,699.81,34.1
ITM-000933,ORD-00304,PRD-0016,5,401.48,3.1
ITM-000934,ORD-00304,PRD-0029,5,657.96,17.4
ITM-000935,ORD-00305,PRD-0009,4,698.59,9.5
ITM-000936,ORD-00305,PRD-0074,3,196.91,31.1
ITM-000937,ORD-00305,PRD-0052,5,496.82,32.8
ITM-000938,ORD-00306,PRD-0034,5,524.32,1.9
ITM-000939,ORD-00307,PRD-0008,3,115.73,32.8
ITM-000940,ORD-00307,PRD-0008,3,192.32,4.4
ITM-000941,ORD-00307,PRD-0005,5,279.95,4.2
ITM-000942,ORD-00307,PRD-0079,4,743.84,53.3
ITM-000943,ORD-00308,PRD-0006,2,87.73,29.8
ITM-000944,ORD-00308,PRD-0056,2,384.69,46.9
ITM-000945,ORD-00308,PRD-0008,-2,25.95,46.9
ITM-000946,ORD-00308,PRD-0049,2,547.14,44.3
ITM-000947,ORD-00309,PRD-0049,4,557.88,25.8
ITM-000948,ORD-00309,PRD-0015,4,353.17,53.8
ITM-000949,ORD-00309,PRD-0044,3,352.04,3.5
ITM-000950,ORD-00309,PRD-0002,2,185.57,44.8
ITM-000951,ORD-00309,PRD-0002,5,699.24,15.0
ITM-000952,ORD-00310,PRD-0057,1,148.57,2.6
ITM-000953,ORD-00311,PRD-0032,5,798.48,7.8
ITM-000954,ORD-00311,PRD-0016,4,526.99,4.6
ITM-000955,ORD-00311,PRD-0046,5,718.62,51.5
ITM-000956,ORD-00312,PRD-0071,3,237.68,39.2
ITM-000957,ORD-00312,PRD-0041,5,559.73,30.2
ITM-000958,ORD-00312,PRD-0053,1,565.87,37.3
ITM-000959,ORD-00312,PRD-0018,3,673.93,31.3
ITM-000960,ORD-00313,PRD-0048,5,581.3,47.3
ITM-000961,ORD-00313,PRD-0057,1,521.68,27.2
ITM-000962,ORD-00313,PRD-0005,-1,219.89,35.3
ITM-000963,ORD-00314,PRD-0079,1,310.23,1.1
ITM-000964,ORD-00314,PRD-0006,4,183.44,22.8
ITM-000965,ORD-00314,PRD-0040,4,29.89,45.8
ITM-000966,ORD-00315,PRD-0044,5,738.55,54.4
ITM-000967,ORD-00316,PRD-0044,2,582.0,37.3
ITM-000968,ORD-00316,PRD-0008,4,646.88,33.2
ITM-000969,ORD-00316,PRD-0069,3,373.48,34.4
ITM-000970,ORD-00316,PRD-0034,5,134.23,22.9
ITM-000971,ORD-00316,PRD-0002,2,228.16,41.0
ITM-000972,ORD-00317,PRD-0070,1,240.18,34.3
ITM-000973,ORD-00317,PRD-0047,1,218.65,15.0
ITM-000974,ORD-00317,PRD-0040,-5,456.91,19.3
ITM-000975,ORD-00318,PRD-0003,2,354.73,28.0
ITM-000976,ORD-00318,PRD-0072,3,178.18,3.5
ITM-000977,ORD-00318,PRD-0079,1,443.4,57.2
ITM-000978,ORD-00319,PRD-0036,2,211.33,29.7
ITM-000979,ORD-00319,PRD-0019,2,697.64,39.4
ITM-000980,ORD-00319,PRD-0005,2,151.48,30.4
ITM-000981,ORD-00319,PRD-0006,4,444.96,13.7
ITM-000982,ORD-00320,PRD-0046,-3,434.65,2.7
ITM-000983,ORD-00320,PRD-0010,2,408.02,6.8
ITM-000984,ORD-00320,PRD-0042,1,458.44,49.7
ITM-000985,ORD-00321,PRD-0037,1,118.75,19.6
ITM-000986,ORD-00321,PRD-0053,3,718.43,22.5
ITM-000987,ORD-00321,PRD-0021,3,297.8,17.5
ITM-000988,ORD-00321,PRD-0004,2,89.45,12.7
ITM-000989,ORD-00322,PRD-0066,5,627.86,42.8
ITM-000990,ORD-00322,PRD-0075,2,30.92,43.6
ITM-000991,ORD-00322,PRD-0011,4,764.37,57.5
ITM-000992,ORD-00323,PRD-0074,5,506.11,44.0
ITM-000993,ORD-00323,PRD-0068,5,639.57,36.4
ITM-000994,ORD-00324,PRD-0035,5,160.04,34.5
ITM-000995,ORD-00324,PRD-0047,2,188.56,18.9
ITM-000996,ORD-00324,PRD-0057,1,587.57,52.8
ITM-000997,ORD-00324,PRD-0072,3,406.99,54.9
ITM-000998,ORD-00324,PRD-0058,4,630.11,13.8
ITM-000999,ORD-00325,PRD-0053,5,540.91,40.0
ITM-001000,ORD-00325,PRD-0037,5,276.55,7.1
ITM-001001,ORD-00326,PRD-0019,4,462.93,38.0
ITM-001002,ORD-00326,PRD-0059,2,17.33,7.2
ITM-001003,ORD-00326,PRD-0061,3,595.57,7.6
ITM-001004,ORD-00326,PRD-0004,1,553.59,59.4
ITM-001005,ORD-00327,PRD-0050,5,723.89,21.3
ITM-001006,ORD-00327,PRD-0031,4,571.03,7.1
ITM-001007,ORD-00328,PRD-0014,5,795.34,2.7
ITM-001008,ORD-00328,PRD-0053,3,506.51,44.4
ITM-001009,ORD-00328,PRD-0062,4,561.59,44.0
ITM-001010,ORD-00329,PRD-0001,5,476.87,22.2
ITM-001011,ORD-00329,PRD-0057,4,145.49,43.4
ITM-001012,ORD-00329,PRD-0013,3,189.65,29.6
ITM-001013,ORD-00329,PRD-0068,1,465.96,50.6
ITM-001014,ORD-00329,PRD-0050,4,258.27,10.7
ITM-001015,ORD-00330,PRD-0027,1,347.28,16.7
ITM-001016,ORD-00330,PRD-0045,5,231.41,7.1
ITM-001017,ORD-00331,PRD-0022,4,234.34,55.1
ITM-001018,ORD-00331,PRD-0030,5,534.81,8.5
ITM-001019,ORD-00331,PRD-0066,2,605.12,1.6
ITM-001020,ORD-00332,PRD-0025,5,10.3,50.0
ITM-001021,ORD-00333,PRD-0074,3,344.07,26.7
ITM-001022,ORD-00334,PRD-0015,4,574.42,55.2
ITM-001023,ORD-00334,PRD-0056,1,397.14,5.2
ITM-001024,ORD-00335,PRD-0015,3,774.91,48.2
ITM-001025,ORD-00335,PRD-0042,2,129.6,20.1
ITM-001026,ORD-00336,PRD-0010,5,566.91,18.9
ITM-001027,ORD-00336,PRD-0067,1,257.43,50.5
ITM-001028,ORD-00336,PRD-0002,1,200.5,35.2
ITM-001029,ORD-00336,PRD-0034,2,378.74,29.1
ITM-001030,ORD-00337,PRD-0026,4,509.64,5.3
ITM-001031,ORD-00337,PRD-0028,5,7.54,4.0
ITM-001032,ORD-00338,PRD-0023,5,35.86,41.3
ITM-001033,ORD-00338,PRD-0075,5,191.6,20.9
ITM-001034,ORD-00338,PRD-0024,5,702.92,50.4
ITM-001035,ORD-00338,PRD-0063,3,638.41,23.5
ITM-001036,ORD-00338,PRD-0038,3,81.74,6.7
ITM-001037,ORD-00339,PRD-0042,4,201.68,25.5
ITM-001038,ORD-00339,PRD-0041,2,530.19,20.9
ITM-001039,ORD-00339,PRD-0062,4,672.9,51.8
ITM-001040,ORD-00340,PRD-0004,4,236.29,30.4
ITM-001041,ORD-00340,PRD-0042,4,212.98,19.1
ITM-001042,ORD-00340,PRD-0055,4,321.95,54.7
ITM-001043,ORD-00340,PRD-0029,3,275.17,49.1
ITM-001044,ORD-00340,PRD-0029,3,460.14,10.0
ITM-001045,ORD-00341,PRD-0079,1,490.55,7.8
ITM-001046,ORD-00341,PRD-0003,-5,642.92,5.4
ITM-001047,ORD-00342,PRD-0071,3,55.45,3.0
ITM-001048,ORD-00342,PRD-0026,2,788.25,50.3
ITM-001049,ORD-00342,PRD-0030,4,235.7,9.7
ITM-001050,ORD-00343,PRD-0071,3,588.0,56.4
ITM-001051,ORD-00343,PRD-0068,1,86.5,23.9
ITM-001052,ORD-00343,PRD-0037,4,244.67,13.8
ITM-001053,ORD-00344,PRD-0016,1,651.33,22.7
ITM-001054,ORD-00344,PRD-0035,4,690.28,4.6
ITM-001055,ORD-00345,PRD-0070,-4,485.87,9.1
ITM-001056,ORD-00345,PRD-0025,5,666.02,51.6
ITM-001057,ORD-00345,PRD-0003,3,245.21,27.5
ITM-001058,ORD-00345,PRD-0074,1,379.76,17.5
ITM-001059,ORD-00345,PRD-0053,1,450.99,29.0
ITM-001060,ORD-00346,PRD-0003,5,794.56,43.7
ITM-001061,ORD-00346,PRD-0014,3,364.55,34.7
ITM-001062,ORD-00346,PRD-0030,1,360.43,28.6
ITM-001063,ORD-00346,PRD-0043,1,119.3,37.8
ITM-001064,ORD-00346,PRD-0022,1,170.11,56.5
ITM-001065,ORD-00347,PRD-0052,2,495.11,28.4
ITM-001066,ORD-00347,PRD-0008,5,615.09,15.1
ITM-001067,ORD-00347,PRD-0020,3,34.03,41.3
ITM-001068,ORD-00347,PRD-0001,5,218.18,12.6
ITM-001069,ORD-00347,PRD-0070,5,402.35,57.6
ITM-001070,ORD-00348,PRD-0062,3,413.97,51.5
ITM-001071,ORD-00348,PRD-0055,1,560.91,22.5
ITM-001072,ORD-00349,PRD-0016,2,137.13,26.3
ITM-001073,ORD-00350,PRD-0064,1,140.72,48.2
ITM-001074,ORD-00351,PRD-0071,2,337.43,0.6
ITM-001075,ORD-00351,PRD-0038,1,577.35,52.8
ITM-001076,ORD-00351,PRD-0079,3,712.19,33.8
ITM-001077,ORD-00351,PRD-0067,2,549.59,48.2
ITM-001078,ORD-00352,PRD-0061,5,372.99,56.2
ITM-001079,ORD-00352,PRD-0061,2,12.81,25.0
ITM-001080,ORD-00352,PRD-0001,2,252.91,11.3
ITM-001081,ORD-00353,PRD-0013,5,53.58,28.1
ITM-001082,ORD-00354,PRD-0072,1,707.26,20.7
ITM-001083,ORD-00354,PRD-0036,1,230.93,54.7
ITM-001084,ORD-00355,PRD-0048,5,501.48,24.2
ITM-001085,ORD-00355,PRD-0026,3,66.59,9.1
ITM-001086,ORD-00355,PRD-0034,2,453.11,7.6
ITM-001087,ORD-00355,PRD-0050,5,267.48,46.3
ITM-001088,ORD-00356,PRD-0079,5,536.46,28.4
ITM-001089,ORD-00356,PRD-0030,-2,791.32,5.5
ITM-001090,ORD-00356,PRD-0022,5,382.99,0.0
ITM-001091,ORD-00356,PRD-0007,1,113.9,48.4
ITM-001092,ORD-00356,PRD-0042,4,245.53,45.6
ITM-001093,ORD-00357,PRD-0050,5,566.46,21.3
ITM-001094,ORD-00357,PRD-0011,5,707.21,50.5
ITM-001095,ORD-00358,PRD-0056,3,450.59,29.4
ITM-001096,ORD-00358,PRD-0072,3,720.31,39.1
ITM-001097,ORD-00359,PRD-0060,1,617.74,20.8
ITM-001098,ORD-00359,PRD-0072,4,701.65,55.2
ITM-001099,ORD-00360,PRD-0002,4,160.69,21.7
ITM-001100,ORD-00360,PRD-0040,-2,266.12,54.7
ITM-001101,ORD-00361,PRD-0078,5,222.06,38.8
ITM-001102,ORD-00361,PRD-0033,4,222.97,3.4
ITM-001103,ORD-00361,PRD-0061,5,797.8,37.9
ITM-001104,ORD-00362,PRD-0070,2,646.91,2.3
ITM-001105,ORD-00362,PRD-0020,1,565.98,10.6
ITM-001106,ORD-00362,PRD-0016,2,49.56,38.2
ITM-001107,ORD-00362,PRD-0070,1,225.6,51.2
ITM-001108,ORD-00363,PRD-0041,1,718.7,10.2
ITM-001109,ORD-00363,PRD-0047,5,415.49,56.4
ITM-001110,ORD-00363,PRD-0008,4,56.64,49.5
ITM-001111,ORD-00363,PRD-0035,5,71.76,26.6
ITM-001112,ORD-00363,PRD-0065,3,330.35,38.1
ITM-001113,ORD-00364,PRD-0045,3,98.58,28.0
ITM-001114,ORD-00365,PRD-0012,5,97.43,5.4
ITM-001115,ORD-00366,PRD-0003,2,614.54,47.3
ITM-001116,ORD-00367,PRD-0032,3,249.69,40.9
ITM-001117,ORD-00367,PRD-0017,2,251.84,22.8
ITM-001118,ORD-00368,PRD-0073,2,255.86,13.6
ITM-001119,ORD-00368,PRD-0026,2,145.8,17.7
ITM-001120,ORD-00368,PRD-0063,4,287.35,21.8
ITM-001121,ORD-00369,PRD-0022,4,34.2,50.1
ITM-001122,ORD-00369,PRD-0073,4,172.48,42.1
ITM-001123,ORD-00369,PRD-0037,3,169.92,42.0
ITM-001124,ORD-00369,PRD-0035,5,77.15,46.4
ITM-001125,ORD-00369,PRD-0034,3,30.0,6.9
ITM-001126,ORD-00370,PRD-0076,4,261.78,33.8
ITM-001127,ORD-00370,PRD-0042,5,562.52,37.8
ITM-001128,ORD-00371,PRD-0043,2,272.65,54.2
ITM-001129,ORD-00372,PRD-0060,3,439.69,45.1
ITM-001130,ORD-00372,PRD-0059,4,476.89,41.7
ITM-001131,ORD-00373,PRD-0033,4,580.08,36.1
ITM-001132,ORD-00373,PRD-0039,4,36.9,55.7
ITM-001133,ORD-00373,PRD-0065,2,90.74,25.6
ITM-001134,ORD-00373,PRD-0052,3,476.5,9.8
ITM-001135,ORD-00374,PRD-0068,3,162.78,58.3
ITM-001136,ORD-00374,PRD-0043,2,631.91,3.2
ITM-001137,ORD-00375,PRD-0019,3,642.18,27.5
ITM-001138,ORD-00376,PRD-0019,-4,164.32,10.3
ITM-001139,ORD-00376,PRD-0031,3,686.92,26.2
ITM-001140,ORD-00377,PRD-0048,2,8.93,9.6
ITM-001141,ORD-00377,PRD-0051,1,560.53,54.8
ITM-001142,ORD-00378,PRD-0013,4,313.12,19.1
ITM-001143,ORD-00378,PRD-0042,2,718.93,49.2
ITM-001144,ORD-00378,PRD-0069,4,61.97,29.3
ITM-001145,ORD-00378,PRD-0078,-5,146.64,14.1
ITM-001146,ORD-00379,PRD-0001,3,490.4,45.1
ITM-001147,ORD-00379,PRD-0018,1,402.46,2.7
ITM-001148,ORD-00379,PRD-0044,3,310.33,10.8
ITM-001149,ORD-00380,PRD-0062,3,32.69,57.5
ITM-001150,ORD-00380,PRD-0051,4,547.46,50.1
ITM-001151,ORD-00381,PRD-0013,1,526.42,24.3
ITM-001152,ORD-00381,PRD-0017,1,461.87,23.0
ITM-001153,ORD-00381,PRD-0052,-4,340.85,3.3
ITM-001154,ORD-00381,PRD-0015,4,484.89,48.1
ITM-001155,ORD-00382,PRD-0061,5,571.06,50.7
ITM-001156,ORD-00382,PRD-0023,3,784.68,31.9
ITM-001157,ORD-00382,PRD-0011,4,124.56,20.2
ITM-001158,ORD-00382,PRD-0066,5,651.2,43.7
ITM-001159,ORD-00383,PRD-0037,4,36.68,52.1
ITM-001160,ORD-00383,PRD-0077,4,550.68,15.1
ITM-001161,ORD-00383,PRD-0004,3,436.49,10.7
ITM-001162,ORD-00383,PRD-0058,3,263.08,38.2
ITM-001163,ORD-00384,PRD-0005,1,427.36,23.8
ITM-001164,ORD-00384,PRD-0013,2,105.21,8.7
ITM-001165,ORD-00384,PRD-0036,4,279.58,27.5
ITM-001166,ORD-00384,PRD-0068,5,457.41,2.4
ITM-001167,ORD-00384,PRD-0019,3,489.44,43.4
ITM-001168,ORD-00385,PRD-0011,4,273.53,38.2
ITM-001169,ORD-00386,PRD-0024,4,760.54,15.4
ITM-001170,ORD-00386,PRD-0056,1,772.3,47.6
ITM-001171,ORD-00386,PRD-0039,5,494.39,32.3
ITM-001172,ORD-00387,PRD-0061,1,176.09,56.1
ITM-001173,ORD-00387,PRD-0024,3,225.1,40.3
ITM-001174,ORD-00388,PRD-0037,4,221.78,24.4
ITM-001175,ORD-00388,PRD-0017,1,223.44,27.7
ITM-001176,ORD-00388,PRD-0029,3,19.37,19.5
ITM-001177,ORD-00388,PRD-0078,1,662.45,35.3
ITM-001178,ORD-00388,PRD-0050,5,383.1,33.5
ITM-001179,ORD-00389,PRD-0057,3,125.66,51.3
ITM-001180,ORD-00389,PRD-0022,4,540.02,15.3
ITM-001181,ORD-00389,PRD-0074,1,774.34,37.9
ITM-001182,ORD-00390,PRD-0068,3,298.51,17.5
ITM-001183,ORD-00390,PRD-0060,3,28.5,37.5
ITM-001184,ORD-00390,PRD-0073,2,348.07,59.7
ITM-001185,ORD-00390,PRD-0037,1,447.37,29.4
ITM-001186,ORD-00390,PRD-0069,2,109.7,36.4
ITM-001187,ORD-00391,PRD-0028,1,793.74,34.2
ITM-001188,ORD-00392,PRD-0052,2,442.31,21.1
ITM-001189,ORD-00392,PRD-0077,2,226.71,46.2
ITM-001190,ORD-00393,PRD-0069,3,316.78,51.5
ITM-001191,ORD-00394,PRD-0058,4,129.79,52.4
ITM-001192,ORD-00394,PRD-0069,4,664.74,45.8
ITM-001193,ORD-00394,PRD-0013,2,309.77,39.2
ITM-001194,ORD-00394,PRD-0004,4,497.01,8.3
ITM-001195,ORD-00395,PRD-0077,5,458.61,24.5
ITM-001196,ORD-00395,PRD-0032,1,137.33,37.5
ITM-001197,ORD-00395,PRD-0003,1,595.66,53.0
ITM-001198,ORD-00395,PRD-0025,4,681.0,9.7
ITM-001199,ORD-00395,PRD-0031,3,144.29,56.2
ITM-001200,ORD-00396,PRD-0009,3,716.08,12.4
ITM-001201,ORD-00396,PRD-0078,4,357.7,14.5
ITM-001202,ORD-00397,PRD-0015,4,643.93,50.3
ITM-001203,ORD-00397,PRD-0009,2,10.47,1.9
ITM-001204,ORD-00398,PRD-0050,5,60.94,25.0
ITM-001205,ORD-00398,PRD-0069,3,101.18,46.6
ITM-001206,ORD-00398,PRD-0057,5,387.24,43.6
ITM-001207,ORD-00398,PRD-0006,3,293.88,43.0
ITM-001208,ORD-00399,PRD-0016,4,87.38,50.8
ITM-001209,ORD-00399,PRD-0015,5,578.99,22.0
ITM-001210,ORD-00399,PRD-0032,3,637.46,12.6
ITM-001211,ORD-00399,PRD-0010,1,369.3,42.5
ITM-001212,ORD-00399,PRD-0044,2,239.76,26.7
ITM-001213,ORD-00400,PRD-0077,3,33.42,8.4
ITM-001214,ORD-00400,PRD-0029,5,704.74,33.8
ITM-001215,ORD-00400,PRD-0021,3,456.27,18.3
ITM-001216,ORD-00400,PRD-0020,4,596.27,41.7
ITM-001217,ORD-00401,PRD-0050,5,209.56,13.7
ITM-001218,ORD-00401,PRD-0019,2,469.47,15.6
ITM-001219,ORD-00402,PRD-0080,5,720.5,58.3
ITM-001220,ORD-00402,PRD-0065,2,254.87,22.5
ITM-001221,ORD-00402,PRD-0068,4,388.23,29.0
ITM-001222,ORD-00402,PRD-0009,-4,277.18,18.6
ITM-001223,ORD-00402,PRD-0078,2,623.52,47.4
ITM-001224,ORD-00403,PRD-0073,3,730.6,54.4
ITM-001225,ORD-00403,PRD-0026,5,294.03,2.0
ITM-001226,ORD-00404,PRD-0035,3,444.86,32.1
ITM-001227,ORD-00405,PRD-0008,1,360.07,31.4
ITM-001228,ORD-00405,PRD-0024,2,553.31,39.0
ITM-001229,ORD-00405,PRD-0059,2,146.06,58.8
ITM-001230,ORD-00405,PRD-0012,3,595.77,44.0
ITM-001231,ORD-00405,PRD-0017,1,420.43,3.7
ITM-001232,ORD-00406,PRD-0075,2,384.44,5.9
ITM-001233,ORD-00406,PRD-0010,1,161.16,7.0
ITM-001234,ORD-00407,PRD-0070,4,473.55,35.9
ITM-001235,ORD-00408,PRD-0056,-5,689.61,6.7
ITM-001236,ORD-00408,PRD-0025,4,473.21,38.1
ITM-001237,ORD-00408,PRD-0033,4,604.88,36.1
ITM-001238,ORD-00409,PRD-0062,2,413.79,57.1
ITM-001239,ORD-00409,PRD-0069,3,202.97,16.5
ITM-001240,ORD-00409,PRD-0057,5,93.62,45.4
ITM-001241,ORD-00409,PRD-0041,2,715.23,30.6
ITM-001242,ORD-00410,PRD-0056,2,540.02,5.7
ITM-001243,ORD-00410,PRD-0069,4,658.93,11.6
ITM-001244,ORD-00410,PRD-0028,1,249.22,18.3
ITM-001245,ORD-00410,PRD-0039,5,742.4,12.6
ITM-001246,ORD-00411,PRD-0051,3,629.72,51.1
ITM-001247,ORD-00411,PRD-0042,5,765.58,58.9
ITM-001248,ORD-00412,PRD-0035,4,186.84,15.8
ITM-001249,ORD-00412,PRD-0040,3,270.31,21.2
ITM-001250,ORD-00412,PRD-0055,3,452.81,45.8
ITM-001251,ORD-00412,PRD-0052,1,48.97,24.5
ITM-001252,ORD-00412,PRD-0036,2,20.49,42.3
ITM-001253,ORD-00413,PRD-0048,3,23.82,25.6
ITM-001254,ORD-00413,PRD-0072,4,592.52,47.8
ITM-001255,ORD-00414,PRD-0036,5,89.93,14.6
ITM-001256,ORD-00414,PRD-0076,3,378.55,58.3
ITM-001257,ORD-00414,PRD-0050,1,551.8,54.5
ITM-001258,ORD-00414,PRD-0078,4,470.96,3.6
ITM-001259,ORD-00414,PRD-0036,1,432.63,26.3
ITM-001260,ORD-00415,PRD-0010,1,263.01,46.5
ITM-001261,ORD-00415,PRD-0020,4,473.9,34.4
ITM-001262,ORD-00415,PRD-0032,5,265.63,32.8
ITM-001263,ORD-00416,PRD-0038,5,553.21,8.4
ITM-001264,ORD-00416,PRD-0041,1,765.97,21.7
ITM-001265,ORD-00416,PRD-0028,4,151.39,28.1
ITM-001266,ORD-00417,PRD-0034,3,208.01,44.9
ITM-001267,ORD-00417,PRD-0053,1,344.73,48.4
ITM-001268,ORD-00417,PRD-0008,1,730.82,30.7
ITM-001269,ORD-00417,PRD-0005,1,768.03,52.4
ITM-001270,ORD-00418,PRD-0074,5,270.33,4.0
ITM-001271,ORD-00418,PRD-0072,1,625.57,31.9
ITM-001272,ORD-00418,PRD-0012,5,461.27,28.1
ITM-001273,ORD-00419,PRD-0056,1,655.12,27.9
ITM-001274,ORD-00419,PRD-0010,2,149.43,34.5
ITM-001275,ORD-00420,PRD-0056,5,712.07,24.1
ITM-001276,ORD-00420,PRD-0050,-3,20.0,13.5
ITM-001277,ORD-00420,PRD-0029,4,469.58,46.1
ITM-001278,ORD-00420,PRD-0026,5,617.09,34.5
ITM-001279,ORD-00421,PRD-0019,5,168.88,10.9
ITM-001280,ORD-00421,PRD-0006,1,624.67,32.4
ITM-001281,ORD-00421,PRD-0041,1,743.13,39.5
ITM-001282,ORD-00422,PRD-0035,3,190.22,55.2
ITM-001283,ORD-00422,PRD-0057,-3,102.87,56.9
ITM-001284,ORD-00423,PRD-0027,4,307.43,26.8
ITM-001285,ORD-00424,PRD-0049,2,474.22,7.5
ITM-001286,ORD-00424,PRD-0075,2,580.99,7.3
ITM-001287,ORD-00424,PRD-0063,2,593.81,21.5
ITM-001288,ORD-00424,PRD-0027,3,788.2,48.0
ITM-001289,ORD-00425,PRD-0015,4,756.19,1.0
ITM-001290,ORD-00425,PRD-0052,4,769.45,6.0
ITM-001291,ORD-00425,PRD-0009,3,350.15,50.9
ITM-001292,ORD-00426,PRD-0011,2,522.09,48.6
ITM-001293,ORD-00426,PRD-0036,-4,585.06,53.8
ITM-001294,ORD-00426,PRD-0032,1,146.0,0.6
ITM-001295,ORD-00427,PRD-0061,2,611.02,3.7
ITM-001296,ORD-00427,PRD-0038,2,300.5,24.9
ITM-001297,ORD-00427,PRD-0023,2,749.35,57.9
ITM-001298,ORD-00427,PRD-0015,2,630.31,1.8
ITM-001299,ORD-00427,PRD-0048,2,727.64,15.9
ITM-001300,ORD-00428,PRD-0043,1,27.66,28.2
ITM-001301,ORD-00428,PRD-0006,2,433.88,45.8
ITM-001302,ORD-00428,PRD-0013,5,16.88,53.8
ITM-001303,ORD-00429,PRD-0015,4,775.14,27.9
ITM-001304,ORD-00430,PRD-0078,5,648.49,0.0
ITM-001305,ORD-00430,PRD-0033,4,106.92,39.4
ITM-001306,ORD-00430,PRD-0013,3,384.84,44.9
ITM-001307,ORD-00430,PRD-0029,5,414.21,48.3
ITM-001308,ORD-00431,PRD-0013,2,575.23,16.9
ITM-001309,ORD-00431,PRD-0029,5,204.28,43.8
ITM-001310,ORD-00432,PRD-0060,3,536.34,31.2
ITM-001311,ORD-00432,PRD-0035,5,609.12,7.9
ITM-001312,ORD-00432,PRD-0019,4,465.6,56.1
ITM-001313,ORD-00433,PRD-0026,4,783.73,0.9
ITM-001314,ORD-00434,PRD-0042,2,14.31,28.8
ITM-001315,ORD-00435,PRD-0074,2,327.5,59.6
ITM-001316,ORD-00435,PRD-0070,4,354.69,44.7
ITM-001317,ORD-00435,PRD-0044,5,797.37,11.2
ITM-001318,ORD-00436,PRD-0059,4,532.28,40.1
ITM-001319,ORD-00436,PRD-0034,3,55.18,21.9
ITM-001320,ORD-00436,PRD-0017,1,80.19,58.5
ITM-001321,ORD-00437,PRD-0038,1,105.41,20.9
ITM-001322,ORD-00438,PRD-0011,4,773.2,58.3
ITM-001323,ORD-00438,PRD-0066,2,159.93,50.4
ITM-001324,ORD-00438,PRD-0026,2,588.06,21.2
ITM-001325,ORD-00438,PRD-0073,5,688.64,31.5
ITM-001326,ORD-00439,PRD-0068,3,137.57,9.5
ITM-001327,ORD-00439,PRD-0080,2,184.87,55.8
ITM-001328,ORD-00439,PRD-0079,2,342.09,12.1
ITM-001329,ORD-00439,PRD-0052,1,240.71,54.1
ITM-001330,ORD-00439,PRD-0060,4,260.93,43.3
ITM-001331,ORD-00440,PRD-0072,1,536.16,12.5
ITM-001332,ORD-00440,PRD-0009,5,52.08,24.6
ITM-001333,ORD-00440,PRD-0021,2,612.85,48.4
ITM-001334,ORD-00441,PRD-0054,4,315.84,11.6
ITM-001335,ORD-00441,PRD-0036,3,116.65,24.1
ITM-001336,ORD-00442,PRD-0019,2,539.43,45.6
ITM-001337,ORD-00442,PRD-0067,1,252.37,6.2
ITM-001338,ORD-00442,PRD-0057,5,242.56,7.5
ITM-001339,ORD-00442,PRD-0010,5,704.78,45.3
ITM-001340,ORD-00442,PRD-0006,3,308.29,53.5
ITM-001341,ORD-00443,PRD-0022,4,701.61,41.5
ITM-001342,ORD-00444,PRD-0014,3,75.42,43.9
ITM-001343,ORD-00444,PRD-0031,5,696.14,39.9
ITM-001344,ORD-00444,PRD-0014,4,692.81,16.8
ITM-001345,ORD-00444,PRD-0066,3,266.42,40.0
ITM-001346,ORD-00445,PRD-0013,3,571.91,29.1
ITM-001347,ORD-00445,PRD-0076,5,349.84,15.9
ITM-001348,ORD-00445,PRD-0073,4,303.78,31.1
ITM-001349,ORD-00446,PRD-0076,1,671.37,38.6
